00:03:29.795 [lettuce-eventExecutorLoop-1-2] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:52:18.647 [lettuce-eventExecutorLoop-1-8] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:52:58.749 [lettuce-eventExecutorLoop-1-9] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:53:38.850 [lettuce-eventExecutorLoop-1-11] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:54:18.949 [lettuce-eventExecutorLoop-1-1] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:54:59.049 [lettuce-eventExecutorLoop-1-2] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:55:39.146 [lettuce-eventExecutorLoop-1-4] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:56:19.247 [lettuce-eventExecutorLoop-1-6] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:56:59.350 [lettuce-eventExecutorLoop-1-7] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:57:39.452 [lettuce-eventExecutorLoop-1-9] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:58:19.553 [lettuce-eventExecutorLoop-1-11] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:58:59.653 [lettuce-eventExecutorLoop-1-12] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:59:39.750 [lettuce-eventExecutorLoop-1-2] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:00:19.854 [lettuce-eventExecutorLoop-1-4] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:00:59.949 [lettuce-eventExecutorLoop-1-5] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:01:40.053 [lettuce-eventExecutorLoop-1-7] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:02:20.154 [lettuce-eventExecutorLoop-1-9] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:03:00.254 [lettuce-eventExecutorLoop-1-11] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:03:40.326 [lettuce-eventExecutorLoop-1-12] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:04:20.422 [lettuce-eventExecutorLoop-1-2] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:05:00.517 [lettuce-eventExecutorLoop-1-4] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:05:40.622 [lettuce-eventExecutorLoop-1-5] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:06:20.721 [lettuce-eventExecutorLoop-1-7] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:07:00.819 [lettuce-eventExecutorLoop-1-9] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:07:40.921 [lettuce-eventExecutorLoop-1-10] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:08:21.021 [lettuce-eventExecutorLoop-1-12] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:09:01.124 [lettuce-eventExecutorLoop-1-2] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:09:41.225 [lettuce-eventExecutorLoop-1-3] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:10:21.322 [lettuce-eventExecutorLoop-1-5] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:11:01.424 [lettuce-eventExecutorLoop-1-7] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:11:41.525 [lettuce-eventExecutorLoop-1-8] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:12:21.625 [lettuce-eventExecutorLoop-1-10] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:13:01.721 [lettuce-eventExecutorLoop-1-12] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:13:41.826 [lettuce-eventExecutorLoop-1-1] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:14:21.925 [lettuce-eventExecutorLoop-1-3] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:15:02.028 [lettuce-eventExecutorLoop-1-5] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:15:42.125 [lettuce-eventExecutorLoop-1-6] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:16:22.225 [lettuce-eventExecutorLoop-1-8] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:17:02.324 [lettuce-eventExecutorLoop-1-10] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:17:42.425 [lettuce-eventExecutorLoop-1-11] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:18:22.523 [lettuce-eventExecutorLoop-1-1] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:19:02.614 [lettuce-eventExecutorLoop-1-3] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:19:42.714 [lettuce-eventExecutorLoop-1-4] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:20:22.814 [lettuce-eventExecutorLoop-1-6] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:21:02.914 [lettuce-eventExecutorLoop-1-8] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:21:43.015 [lettuce-eventExecutorLoop-1-9] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:22:23.116 [lettuce-eventExecutorLoop-1-11] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:23:03.215 [lettuce-eventExecutorLoop-1-1] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:23:43.319 [lettuce-eventExecutorLoop-1-2] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:24:23.417 [lettuce-eventExecutorLoop-1-4] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:25:03.516 [lettuce-eventExecutorLoop-1-6] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:25:43.618 [lettuce-eventExecutorLoop-1-7] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:26:23.718 [lettuce-eventExecutorLoop-1-9] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:27:03.819 [lettuce-eventExecutorLoop-1-11] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:27:43.919 [lettuce-eventExecutorLoop-1-12] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:28:24.016 [lettuce-eventExecutorLoop-1-2] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:29:04.116 [lettuce-eventExecutorLoop-1-4] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:29:44.219 [lettuce-eventExecutorLoop-1-5] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:30:24.319 [lettuce-eventExecutorLoop-1-7] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:31:04.420 [lettuce-eventExecutorLoop-1-9] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:31:44.520 [lettuce-eventExecutorLoop-1-10] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:32:24.618 [lettuce-eventExecutorLoop-1-12] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:33:04.718 [lettuce-eventExecutorLoop-1-2] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:33:44.851 [lettuce-eventExecutorLoop-1-3] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:34:24.959 [lettuce-eventExecutorLoop-1-5] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:35:05.062 [lettuce-eventExecutorLoop-1-7] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:35:45.163 [lettuce-eventExecutorLoop-1-8] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:36:25.267 [lettuce-eventExecutorLoop-1-10] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:37:05.365 [lettuce-eventExecutorLoop-1-12] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:37:45.469 [lettuce-eventExecutorLoop-1-1] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:38:25.571 [lettuce-eventExecutorLoop-1-3] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:39:05.664 [lettuce-eventExecutorLoop-1-5] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:39:45.772 [lettuce-eventExecutorLoop-1-6] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:40:25.866 [lettuce-eventExecutorLoop-1-8] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:41:05.973 [lettuce-eventExecutorLoop-1-10] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:41:46.073 [lettuce-eventExecutorLoop-1-11] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:42:26.172 [lettuce-eventExecutorLoop-1-1] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:43:06.277 [lettuce-eventExecutorLoop-1-3] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:43:46.375 [lettuce-eventExecutorLoop-1-4] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:44:26.472 [lettuce-eventExecutorLoop-1-6] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:45:06.578 [lettuce-eventExecutorLoop-1-8] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:45:46.677 [lettuce-eventExecutorLoop-1-9] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:46:26.775 [lettuce-eventExecutorLoop-1-11] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:47:06.875 [lettuce-eventExecutorLoop-1-1] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:47:46.972 [lettuce-eventExecutorLoop-1-2] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:48:27.017 [lettuce-eventExecutorLoop-1-4] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:49:07.124 [lettuce-eventExecutorLoop-1-6] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:49:47.224 [lettuce-eventExecutorLoop-1-7] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:50:27.324 [lettuce-eventExecutorLoop-1-9] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:51:07.420 [lettuce-eventExecutorLoop-1-11] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:51:47.526 [lettuce-eventExecutorLoop-1-12] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:52:27.626 [lettuce-eventExecutorLoop-1-2] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:53:07.725 [lettuce-eventExecutorLoop-1-4] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:53:47.825 [lettuce-eventExecutorLoop-1-5] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:54:27.918 [lettuce-eventExecutorLoop-1-7] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:55:08.025 [lettuce-eventExecutorLoop-1-9] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:55:48.126 [lettuce-eventExecutorLoop-1-10] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:56:28.228 [lettuce-eventExecutorLoop-1-12] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:57:08.323 [lettuce-eventExecutorLoop-1-2] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:57:48.426 [lettuce-eventExecutorLoop-1-3] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:58:28.526 [lettuce-eventExecutorLoop-1-5] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:59:08.628 [lettuce-eventExecutorLoop-1-7] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:59:48.729 [lettuce-eventExecutorLoop-1-8] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:00:28.828 [lettuce-eventExecutorLoop-1-10] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:01:08.931 [lettuce-eventExecutorLoop-1-12] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:01:49.029 [lettuce-eventExecutorLoop-1-1] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:02:29.123 [lettuce-eventExecutorLoop-1-3] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:03:09.230 [lettuce-eventExecutorLoop-1-5] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:03:49.324 [lettuce-eventExecutorLoop-1-6] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:04:29.432 [lettuce-eventExecutorLoop-1-8] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:05:09.532 [lettuce-eventExecutorLoop-1-10] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:05:49.631 [lettuce-eventExecutorLoop-1-11] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:06:29.722 [lettuce-eventExecutorLoop-1-1] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:07:09.830 [lettuce-eventExecutorLoop-1-3] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:07:49.931 [lettuce-eventExecutorLoop-1-4] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:08:30.031 [lettuce-eventExecutorLoop-1-6] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:09:10.131 [lettuce-eventExecutorLoop-1-8] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:09:50.233 [lettuce-eventExecutorLoop-1-9] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:10:30.334 [lettuce-eventExecutorLoop-1-11] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:11:10.421 [lettuce-eventExecutorLoop-1-1] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:11:50.518 [lettuce-eventExecutorLoop-1-2] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:12:30.616 [lettuce-eventExecutorLoop-1-4] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:13:10.714 [lettuce-eventExecutorLoop-1-6] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:13:50.811 [lettuce-eventExecutorLoop-1-7] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:14:30.917 [lettuce-eventExecutorLoop-1-9] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:15:11.017 [lettuce-eventExecutorLoop-1-11] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:15:51.117 [lettuce-eventExecutorLoop-1-12] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:16:31.216 [lettuce-eventExecutorLoop-1-2] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:17:11.317 [lettuce-eventExecutorLoop-1-4] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:17:51.418 [lettuce-eventExecutorLoop-1-5] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:18:31.516 [lettuce-eventExecutorLoop-1-7] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:19:11.618 [lettuce-eventExecutorLoop-1-9] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:19:51.712 [lettuce-eventExecutorLoop-1-10] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:20:31.817 [lettuce-eventExecutorLoop-1-12] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:21:11.917 [lettuce-eventExecutorLoop-1-2] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:21:52.019 [lettuce-eventExecutorLoop-1-3] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:22:32.117 [lettuce-eventExecutorLoop-1-5] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:23:12.220 [lettuce-eventExecutorLoop-1-7] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:23:52.319 [lettuce-eventExecutorLoop-1-8] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:24:32.422 [lettuce-eventExecutorLoop-1-10] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:25:12.520 [lettuce-eventExecutorLoop-1-12] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:25:52.619 [lettuce-eventExecutorLoop-1-1] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:26:32.717 [lettuce-eventExecutorLoop-1-3] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:27:12.815 [lettuce-eventExecutorLoop-1-5] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:27:52.923 [lettuce-eventExecutorLoop-1-6] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:28:33.014 [lettuce-eventExecutorLoop-1-8] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:29:13.122 [lettuce-eventExecutorLoop-1-10] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:29:53.216 [lettuce-eventExecutorLoop-1-11] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:30:33.315 [lettuce-eventExecutorLoop-1-1] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:31:13.413 [lettuce-eventExecutorLoop-1-3] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:31:53.516 [lettuce-eventExecutorLoop-1-4] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:32:33.611 [lettuce-eventExecutorLoop-1-6] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:33:13.711 [lettuce-eventExecutorLoop-1-8] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:33:53.816 [lettuce-eventExecutorLoop-1-9] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:34:33.914 [lettuce-eventExecutorLoop-1-11] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:35:14.017 [lettuce-eventExecutorLoop-1-1] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:35:54.119 [lettuce-eventExecutorLoop-1-2] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:36:34.212 [lettuce-eventExecutorLoop-1-4] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:37:14.313 [lettuce-eventExecutorLoop-1-6] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:37:54.418 [lettuce-eventExecutorLoop-1-7] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:38:34.518 [lettuce-eventExecutorLoop-1-9] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:39:14.619 [lettuce-eventExecutorLoop-1-11] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:39:54.719 [lettuce-eventExecutorLoop-1-12] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:40:34.817 [lettuce-eventExecutorLoop-1-2] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:41:14.919 [lettuce-eventExecutorLoop-1-4] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:41:55.020 [lettuce-eventExecutorLoop-1-5] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:42:35.120 [lettuce-eventExecutorLoop-1-7] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:43:15.217 [lettuce-eventExecutorLoop-1-9] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:43:55.320 [lettuce-eventExecutorLoop-1-10] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:44:35.413 [lettuce-eventExecutorLoop-1-12] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:45:15.509 [lettuce-eventExecutorLoop-1-2] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:45:55.610 [lettuce-eventExecutorLoop-1-3] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:46:35.711 [lettuce-eventExecutorLoop-1-5] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:47:15.816 [lettuce-eventExecutorLoop-1-7] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:47:55.918 [lettuce-eventExecutorLoop-1-8] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
